Geography,Geographic Area Name,Total,T_ Male,T_ Female,T_ African American,T_ American Indian/Alaska Native,T_ Asian,T_ Hawaiian/ Pacific Islander,T_ Two or more races,T_ Other race,T_ Hispanic or Latino,T_ White,BP_Total,BP_ Male,BP_ Female,BP_ African American%,BP_ Asian%,BP_ Two or more races%,BP_ Hispanic or Latino%,BP_ White%,T_Households,Households<$10k,Households>$200k,Median income,Mean income,BP_ Total%,state,county
0500000US13131,"Grady County, Georgia",25865,12668,13197,7565,92,69,0,1189,642,3040,14904,5121,2174,2947,26.1,56.5,52.5,30.4,13.8,9792,8.2,5.6,51929,69859,19.8,13,131
0500000US13133,"Greene County, Georgia",18844,9286,9558,5879,0,217,0,815,652,1249,11071,2434,971,1463,13.9,19.8,20.2,44.4,8.5,7617,4.9,14.3,77527,126105,12.9,13,133
0500000US13135,"Gwinnett County, Georgia",951183,466393,484790,269865,4454,121946,643,88167,91005,208048,320953,96291,44384,51907,9.8,10.3,15.7,16.9,5.9,317971,3.6,11.2,82296,107962,10.1,13,135
0500000US13137,"Habersham County, Georgia",43809,21698,22111,913,247,898,403,3622,1778,7382,33346,5942,2479,3463,21.6,15.5,20.3,17.7,12.5,15606,5.3,6.3,61292,81009,13.6,13,137
0500000US13139,"Hall County, Georgia",202711,101544,101167,13598,657,4187,21,24939,13041,59547,119427,27392,12569,14823,14.0,4.7,17.4,22.8,9.4,69387,3.9,10.0,74153,101102,13.5,13,139
0500000US13141,"Hancock County, Georgia",7026,3058,3968,4955,0,64,0,124,0,7,1883,1932,560,1372,36.5,0.0,0.0,0.0,6.5,2785,8.9,2.0,31767,53841,27.5,13,141
0500000US13143,"Haralson County, Georgia",29866,14748,15118,1331,1,182,0,701,361,665,26905,3737,1802,1935,7.1,26.9,15.5,8.9,12.7,11357,7.4,4.5,65940,82330,12.5,13,143
0500000US13145,"Harris County, Georgia",34405,17329,17076,5245,18,229,3,1282,891,1517,26153,2588,1271,1317,15.6,1.7,13.7,6.9,5.7,12204,3.4,12.1,85936,109995,7.5,13,145
0500000US13147,"Hart County, Georgia",25274,12724,12550,4389,126,335,0,1159,91,982,18893,2742,1345,1397,17.6,16.4,20.6,10.0,8.7,10294,5.8,4.9,61765,77141,10.8,13,147
0500000US13149,"Heard County, Georgia",11306,5627,5679,955,4,59,2,518,56,363,9532,1887,792,1095,19.7,0.0,10.6,8.3,17.0,4405,5.7,5.0,62965,80834,16.7,13,149
0500000US13151,"Henry County, Georgia",239400,114396,125004,116600,350,8020,11,15791,3451,18299,88620,20180,8710,11470,9.0,12.3,9.8,9.9,7.0,82232,2.3,8.3,79663,98501,8.4,13,151
0500000US13153,"Houston County, Georgia",162009,78739,83270,51347,670,5372,267,10852,2255,10788,87384,15791,7363,8428,12.8,19.6,14.0,19.8,5.9,60607,4.1,7.4,76968,92873,9.7,13,153
0500000US13155,"Irwin County, Georgia",9222,4771,4451,2364,14,20,0,120,282,371,6327,2028,1083,945,32.5,0.0,0.0,6.5,19.5,3566,7.5,2.1,46383,59585,22.0,13,155
0500000US13157,"Jackson County, Georgia",76173,38034,38139,5325,42,1364,23,4142,2541,7075,59971,6198,2803,3395,23.2,1.8,10.8,9.6,6.7,25740,3.2,9.9,82056,101089,8.1,13,157
0500000US13159,"Jasper County, Georgia",14706,7188,7518,2730,0,15,0,477,382,603,10992,1963,948,1015,18.4,0.0,11.7,23.9,11.3,5530,6.5,6.0,57374,83435,13.3,13,159
0500000US13161,"Jeff Davis County, Georgia",14724,7355,7369,2288,34,38,0,1550,325,1946,10248,3326,1279,2047,22.6,13.2,16.7,21.6,22.8,5365,11.1,1.4,41780,56898,22.6,13,161
0500000US13163,"Jefferson County, Georgia",15070,7288,7782,7936,6,68,0,215,388,599,6203,2925,1204,1721,22.6,10.3,18.6,31.1,14.4,5826,8.0,2.1,46865,64495,19.4,13,163
0500000US13165,"Jenkins County, Georgia",7753,3617,4136,2480,0,2,0,293,277,591,4640,2163,1167,996,29.6,0.0,13.7,46.9,24.0,3297,8.3,0.2,31463,48434,27.9,13,165
0500000US13167,"Johnson County, Georgia",8059,4523,3536,2468,0,19,0,314,8,173,5194,1762,793,969,31.8,0.0,19.1,22.5,17.2,3290,8.8,0.9,47796,59256,21.9,13,167
0500000US13169,"Jones County, Georgia",28100,13715,14385,6860,0,148,0,824,158,570,19802,4016,2017,1999,11.0,4.7,15.2,16.1,15.8,10581,6.7,4.0,66288,83629,14.3,13,169
0500000US13171,"Lamar County, Georgia",17513,8461,9052,4492,0,31,0,701,305,513,11762,1967,811,1156,14.0,0.0,2.3,0.0,11.2,6918,4.6,5.8,64966,82098,11.2,13,171
0500000US13173,"Lanier County, Georgia",9702,4663,5039,2208,21,132,0,387,343,717,6440,3114,1483,1631,47.3,34.1,5.7,46.0,24.6,3544,13.7,2.7,39971,60229,32.1,13,173
0500000US13175,"Laurens County, Georgia",48476,22921,25555,18016,121,476,0,739,667,1424,27883,11823,5001,6822,38.3,72.3,9.2,17.2,15.3,17813,8.7,3.8,46776,71471,24.4,13,175
0500000US13177,"Lee County, Georgia",31704,15647,16057,7124,4,887,17,978,290,981,22258,2802,1270,1532,18.7,18.3,13.5,1.6,5.3,11806,3.5,5.8,83632,95557,8.8,13,177
0500000US13179,"Liberty County, Georgia",63012,31846,31166,26167,327,1214,306,6982,2393,7903,23540,9676,3841,5835,15.2,13.1,19.3,16.1,13.6,22975,7.6,2.5,55149,68445,15.4,13,179
0500000US13181,"Lincoln County, Georgia",7665,3744,3921,2138,0,6,0,158,83,163,5195,1388,746,642,22.2,0.0,55.1,11.7,15.6,3015,4.9,3.8,50754,71037,18.1,13,181
0500000US13183,"Long County, Georgia",16450,8468,7982,3833,38,130,58,1613,1201,1932,9150,2594,939,1655,15.8,0.0,16.6,20.8,14.1,5547,2.5,2.8,56819,69881,15.8,13,183
0500000US13185,"Lowndes County, Georgia",113874,54462,59412,41673,621,2290,167,5309,2349,7113,59492,23507,10312,13195,32.3,6.0,14.6,29.9,12.1,43720,11.2,3.9,52821,70840,20.6,13,185
0500000US13187,"Lumpkin County, Georgia",31352,15233,16119,249,94,293,101,862,570,1548,28477,4556,1894,2662,19.7,0.7,29.5,21.3,14.0,11450,4.8,6.3,67592,92797,14.5,13,187
0500000US13189,"McDuffie County, Georgia",21253,10220,11033,8759,0,26,0,571,274,590,11418,3430,1389,2041,24.7,0.0,8.8,7.8,10.4,8212,6.4,3.1,54752,72508,16.1,13,189
0500000US13191,"McIntosh County, Georgia",11021,5390,5631,3514,4,157,0,410,0,286,6855,2240,1013,1227,29.4,8.9,8.3,8.0,16.6,4786,6.4,3.3,51262,65348,20.3,13,191
0500000US13193,"Macon County, Georgia",10110,4733,5377,5818,11,95,0,131,357,534,3557,2651,1001,1650,34.5,0.0,26.7,15.4,13.4,3985,15.4,2.3,33960,63512,26.2,13,193
0500000US13195,"Madison County, Georgia",30142,14571,15571,2581,59,476,0,1412,823,1954,24000,6203,2460,3743,43.3,89.1,5.9,24.3,17.0,10883,5.3,4.4,53626,73468,20.6,13,195
0500000US13197,"Marion County, Georgia",7397,3620,3777,2181,49,108,0,186,451,622,4307,916,344,572,19.1,42.6,3.2,9.8,8.8,2872,6.3,2.9,48836,61169,12.4,13,197
0500000US13199,"Meriwether County, Georgia",20508,9880,10628,7879,22,163,13,425,197,558,11598,4540,1883,2657,31.9,20.9,7.3,19.2,15.9,8106,10.1,2.0,52392,62898,22.1,13,199
0500000US13201,"Miller County, Georgia",5765,2703,3062,1541,68,40,15,227,28,173,3846,1411,573,838,34.5,12.5,24.7,10.4,19.5,2531,4.1,2.2,52132,67507,24.5,13,201
0500000US13205,"Mitchell County, Georgia",19690,9408,10282,8845,227,15,0,744,252,717,9258,5658,2018,3640,38.6,13.3,34.1,54.8,18.9,7924,10.6,2.8,45966,62136,28.7,13,205
0500000US13207,"Monroe County, Georgia",27028,13235,13793,5507,27,295,0,776,113,637,19923,3708,1824,1884,15.0,74.6,5.9,22.6,12.4,10248,4.9,9.5,74867,105763,13.7,13,207
0500000US13209,"Montgomery County, Georgia",7887,3734,4153,1675,0,32,0,234,343,628,5432,1312,526,786,31.9,0.0,47.4,16.7,10.8,2966,8.1,7.8,49138,79916,16.6,13,209
0500000US13211,"Morgan County, Georgia",19938,9830,10108,4357,0,32,0,788,172,655,14567,1715,642,1073,15.6,0.0,4.7,13.9,5.8,7587,3.0,8.2,81524,100742,8.6,13,211
0500000US13213,"Murray County, Georgia",39538,19569,19969,121,295,324,2,1883,232,6296,31766,5165,2113,3052,12.4,0.0,16.3,6.8,13.9,14859,4.0,4.7,60617,74925,13.1,13,213
0500000US13215,"Muscogee County, Georgia",199009,95010,103999,92766,229,5227,307,13707,6233,15989,76149,37204,16777,20427,24.7,7.1,22.2,17.3,11.7,79856,8.0,5.6,54561,75620,18.7,13,215
0500000US13217,"Newton County, Georgia",111562,52857,58705,52353,92,1387,0,5453,2120,6961,47171,14935,6646,8289,15.2,15.4,25.9,19.1,10.5,39906,5.5,5.2,70732,84253,13.4,13,217
0500000US13219,"Oconee County, Georgia",41666,20726,20940,1412,219,1683,247,2268,536,2388,34538,1862,823,1039,5.9,6.9,14.9,8.0,3.8,14330,2.7,21.6,116221,156856,4.5,13,219
0500000US13221,"Oglethorpe County, Georgia",14771,7383,7388,2460,0,130,10,564,127,874,11007,1646,740,906,25.0,0.0,16.1,0.0,8.5,5273,6.4,6.2,66672,79153,11.1,13,221
0500000US13223,"Paulding County, Georgia",168942,82770,86172,35429,336,1882,265,11289,3433,12880,110845,11309,5098,6211,6.1,12.0,6.6,12.3,6.2,56715,3.0,7.4,89237,102401,6.7,13,223
0500000US13225,"Peach County, Georgia",26356,13113,13243,11214,152,86,111,1087,382,2150,12273,5463,2160,3303,27.7,34.9,16.3,31.5,12.8,10164,10.1,4.7,60940,79612,20.7,13,225
0500000US13227,"Pickens County, Georgia",33150,16664,16486,140,65,103,20,1480,84,1109,30738,4469,2036,2433,22.1,0.0,20.2,33.1,12.6,13042,3.8,6.4,72558,91717,13.5,13,227
0500000US13229,"Pierce County, Georgia",19608,9833,9775,1899,27,0,0,493,408,993,16422,2992,1447,1545,42.0,0,18.5,34.5,10.9,7460,3.5,4.0,54861,71390,15.3,13,229
0500000US13231,"Pike County, Georgia",18802,9311,9491,1576,0,109,0,360,221,359,16389,1531,615,916,14.1,7.3,8.6,42.3,6.9,6445,4.3,9.1,83866,100838,8.1,13,231
0500000US13233,"Polk County, Georgia",42688,21033,21655,5208,7,289,0,2820,1558,5947,30126,7337,3490,3847,31.0,0.0,28.7,38.3,11.1,15517,6.3,3.6,51956,70683,17.2,13,233
0500000US13235,"Pulaski County, Georgia",8600,4266,4334,3183,0,124,0,323,2,304,4861,1627,752,875,30.7,53.2,36.8,54.3,8.1,3117,9.8,0.9,42545,62414,18.9,13,235
0500000US13237,"Putnam County, Georgia",22007,10750,11257,5564,0,107,114,632,560,1422,14426,3528,1178,2350,23.7,13.1,20.1,3.7,13.9,9852,3.7,7.5,60825,96829,16.0,13,237
0500000US13239,"Quitman County, Georgia",2180,1179,1001,1146,0,0,0,81,0,83,921,333,212,121,17.6,0,0.0,0.0,14.2,958,14.6,2.9,38889,51307,15.3,13,239
0500000US13241,"Rabun County, Georgia",16549,8064,8485,198,12,175,1,873,366,1270,14648,2397,1064,1333,42.9,87.4,30.5,17.5,12.4,7020,4.0,7.0,57261,83513,14.5,13,241
0500000US13243,"Randolph County, Georgia",6187,2824,3363,4059,0,11,0,153,87,172,1869,1739,701,1038,37.6,100.0,3.9,16.3,8.5,2553,8.4,0.5,24638,39003,28.1,13,243
0500000US13245,"Richmond County, Georgia",195984,92356,103628,110918,232,3346,144,11193,3727,9674,63438,40606,16419,24187,25.6,19.9,17.9,19.8,12.8,74028,8.0,4.5,50605,70310,20.7,13,245
0500000US13247,"Rockdale County, Georgia",92676,43872,48804,53094,247,1703,277,5196,2492,9781,24970,10539,4256,6283,9.7,15.2,16.3,24.3,7.9,33240,3.6,7.0,68999,90490,11.4,13,247
0500000US13249,"Schley County, Georgia",4565,2309,2256,814,4,0,0,100,155,262,3441,727,333,394,35.6,0,0.0,13.4,11.7,1578,9.7,2.8,53274,64565,15.9,13,249
0500000US13251,"Screven County, Georgia",13632,6421,7211,5467,10,56,0,328,28,342,7563,2511,881,1630,28.4,0.0,5.5,5.6,12.3,4727,6.4,4.0,49941,73243,18.4,13,251
0500000US13253,"Seminole County, Georgia",8990,4354,4636,2998,4,53,0,180,21,324,5543,1890,687,1203,31.8,1.9,6.7,46.6,13.9,3653,8.7,3.6,46063,76257,21.0,13,253
0500000US13255,"Spalding County, Georgia",66078,31378,34700,22834,309,597,0,2579,746,3372,37017,12412,5465,6947,28.9,12.2,18.0,28.4,11.8,26303,6.8,5.6,57367,89899,18.8,13,255
0500000US13257,"Stephens County, Georgia",25708,12152,13556,2657,42,261,38,903,678,1019,21004,3289,1258,2031,22.0,44.4,37.5,8.5,10.3,10213,5.9,2.1,52901,66178,12.8,13,257
0500000US13259,"Stewart County, Georgia",3400,1920,1480,2488,0,61,0,34,19,27,798,746,483,263,27.3,0.0,0.0,96.3,8.3,1738,5.4,0.9,43094,53207,21.9,13,259
0500000US13261,"Sumter County, Georgia",27535,12517,15018,13852,37,335,36,1203,375,1723,10928,6666,2923,3743,30.4,0.0,26.4,46.3,15.0,10639,9.4,3.1,38899,60049,24.2,13,261
0500000US13263,"Talbot County, Georgia",5742,2774,2968,3250,3,9,0,89,44,54,2321,1057,481,576,18.2,0.0,3.4,0.0,19.1,2538,8.6,5.4,48065,65761,18.4,13,263
0500000US13265,"Taliaferro County, Georgia",1632,734,898,822,0,0,4,92,117,98,577,308,163,145,26.4,0,0.0,0.0,9.2,643,5.3,1.1,45881,54144,18.9,13,265
0500000US13267,"Tattnall County, Georgia",19263,9199,10064,3630,7,62,0,804,2364,2814,12240,3864,1543,2321,23.7,1.6,7.1,33.6,16.5,7552,7.9,3.9,51868,67531,20.1,13,267
0500000US13269,"Taylor County, Georgia",7634,3652,3982,2946,3,70,0,181,0,51,4416,2211,1024,1187,33.4,100.0,21.5,0.0,25.3,3048,14.3,3.7,40727,60232,29.0,13,269
0500000US13271,"Telfair County, Georgia",10012,5054,4958,3153,25,9,0,918,11,1448,5364,3138,1675,1463,34.3,0.0,88.6,78.5,16.7,2948,9.2,1.6,41801,59442,31.3,13,271
0500000US13273,"Terrell County, Georgia",8693,4279,4414,5146,0,212,0,37,198,245,3088,2589,1314,1275,45.1,50.0,8.1,8.2,5.1,3300,11.5,1.7,43507,60803,29.8,13,273
0500000US13275,"Thomas County, Georgia",45062,21467,23595,16274,143,333,0,1200,522,1781,25871,8420,3683,4737,30.3,7.2,12.1,33.0,10.8,18168,5.0,5.8,55958,78699,18.7,13,275
0500000US13277,"Tift County, Georgia",39336,18834,20502,11618,109,459,1,3627,943,5073,20916,8245,3447,4798,30.9,17.9,31.7,26.0,13.8,15328,5.7,3.3,52561,71609,21.0,13,277
0500000US13279,"Toombs County, Georgia",26498,12599,13899,6299,72,229,0,1740,1123,3238,15407,5760,2472,3288,46.2,0.0,25.0,23.9,11.7,9754,9.6,3.4,47310,70812,21.7,13,279
0500000US13281,"Towns County, Georgia",11671,5620,6051,71,42,22,5,389,16,305,11069,1786,897,889,0.0,13.6,9.8,6.9,15.5,5464,5.1,4.8,55574,75397,15.3,13,281
0500000US13283,"Treutlen County, Georgia",6040,3106,2934,1641,0,0,0,293,0,37,4075,1700,735,965,41.4,0,8.5,16.2,24.4,2295,6.1,4.1,38641,64959,28.1,13,283
0500000US13285,"Troup County, Georgia",67834,31986,35848,24489,54,1662,0,1507,1351,2706,37406,13008,5794,7214,28.0,7.9,11.1,21.7,13.9,25587,8.4,5.5,53599,76163,19.2,13,285
0500000US13287,"Turner County, Georgia",8595,4103,4492,3320,1,0,0,244,112,457,4599,1928,682,1246,36.0,0,55.3,19.9,11.0,3121,5.3,1.6,39666,56172,22.4,13,287
0500000US13289,"Twiggs County, Georgia",7871,3851,4020,3277,22,56,0,105,15,80,4331,1232,621,611,15.3,89.3,57.1,12.5,13.6,2900,9.9,6.8,50446,76579,15.7,13,289
0500000US13291,"Union County, Georgia",24295,11953,12342,48,130,59,0,994,247,935,22668,2845,1297,1548,33.3,0.0,24.5,27.8,10.7,10759,4.0,7.3,59783,87591,11.7,13,291
0500000US13293,"Upson County, Georgia",26765,12886,13879,7419,77,112,214,761,232,655,17723,6007,2271,3736,30.4,16.1,40.5,2.3,18.2,10412,7.4,4.2,48740,69603,22.4,13,293
0500000US13295,"Walker County, Georgia",66388,32677,33711,2386,104,366,0,2331,299,1727,59989,9114,4184,4930,23.2,14.5,11.8,14.9,13.4,26087,4.7,4.1,52276,71206,13.7,13,295
0500000US13297,"Walton County, Georgia",96399,47127,49272,18616,152,1430,21,2747,2054,5174,68817,12597,5308,7289,28.7,9.9,9.0,19.3,8.6,34070,3.5,7.8,79425,97391,13.1,13,297
0500000US13299,"Ware County, Georgia",33456,15927,17529,9446,135,443,26,1368,363,1565,21486,7920,3277,4643,32.4,28.9,56.4,55.3,17.1,12756,6.9,2.9,44138,60616,23.7,13,299
0500000US13301,"Warren County, Georgia",5120,2375,2745,3061,0,24,0,74,0,0,1961,1175,551,624,31.0,0.0,39.2,0,10.1,1945,9.2,2.1,45091,57899,22.9,13,301
0500000US13303,"Washington County, Georgia",18120,8559,9561,9059,71,145,0,717,169,477,7756,3045,1322,1723,23.0,15.2,33.3,8.6,8.2,7256,7.6,1.8,43810,61302,16.8,13,303
0500000US13305,"Wayne County, Georgia",28373,13381,14992,5178,61,281,9,786,1000,1751,20625,5150,2022,3128,31.6,87.9,20.9,9.5,14.7,10754,5.1,2.3,49847,67746,18.2,13,305
0500000US13307,"Webster County, Georgia",2350,1204,1146,1045,0,0,0,133,196,345,904,655,372,283,22.0,0,36.8,91.9,11.9,876,10.8,0.0,35000,51092,27.9,13,307
0500000US13309,"Wheeler County, Georgia",6955,4398,2557,2534,0,0,0,12,155,370,4039,1856,1060,796,21.4,0,66.7,0.0,32.3,1597,13.7,1.3,36354,49480,26.7,13,309
0500000US13311,"White County, Georgia",27472,13499,13973,428,38,144,0,1045,364,749,25203,3561,1479,2082,10.3,32.6,25.0,26.2,12.1,10344,5.4,5.0,66256,83004,13.0,13,311
0500000US13313,"Whitfield County, Georgia",101791,51178,50613,3171,1892,1554,25,7599,9211,37686,57571,13695,6024,7671,16.3,19.7,13.0,17.1,10.7,35797,3.6,4.8,59659,79537,13.5,13,313
0500000US13315,"Wilcox County, Georgia",6977,3585,3392,1792,0,0,1,146,74,287,4753,1608,701,907,46.3,0,25.3,3.8,15.4,2499,9.2,1.7,46759,59691,23.0,13,315
0500000US13317,"Wilkes County, Georgia",9499,4867,4632,3826,16,0,0,323,260,544,4885,1694,930,764,22.9,0,12.1,56.1,9.7,4032,7.9,2.0,51780,67375,17.8,13,317
0500000US13319,"Wilkinson County, Georgia",8689,4158,4531,3352,1,1,0,161,179,235,4839,1896,803,1093,29.1,0.0,34.2,29.8,16.8,3313,11.3,2.8,40757,57529,21.8,13,319
0500000US13321,"Worth County, Georgia",20334,9641,10693,5220,71,179,7,1043,25,522,13619,3982,1490,2492,33.7,26.8,36.2,23.8,12.8,7896,6.5,3.3,56496,70767,19.6,13,321
0500000US15001,"Hawaii County, Hawaii",199796,99541,100255,1560,973,43370,23969,62753,4372,27249,59175,28162,13822,14340,26.4,8.1,17.2,19.3,12.5,72468,6.5,10.3,74238,100481,14.1,15,001
0500000US15003,"Honolulu County, Hawaii",979082,489931,489151,22922,2160,420712,98679,239216,13707,98176,163977,86612,39830,46782,7.5,6.3,9.6,10.8,8.5,333700,3.9,17.3,99816,128036,8.8,15,003
0500000US15005,"Kalawao County, Hawaii",47,34,13,1,9,3,6,9,0,6,13,7,5,2,0.0,0.0,11.1,66.7,15.4,32,0.0,0.0,87813,82150,14.9,15,005
0500000US15007,"Kauai County, Hawaii",72772,36483,36289,385,156,21361,7180,20593,951,8409,21114,6040,2514,3526,5.2,6.3,5.0,6.8,9.9,22978,4.7,13.1,88869,115181,8.3,15,007
0500000US15009,"Maui County, Hawaii",162939,81352,81587,1192,625,46465,17319,42321,3408,19192,47742,15120,7542,7578,12.2,5.6,8.9,10.8,11.3,54728,3.5,15.8,95379,124551,9.3,15,009
0500000US16001,"Ada County, Idaho",484201,242486,241715,5915,2543,12629,1062,32728,11198,42269,401564,42460,20148,22312,22.4,12.7,7.1,10.7,8.1,190641,3.2,12.0,83881,113335,8.8,16,001
0500000US16003,"Adams County, Idaho",4423,2275,2148,12,28,0,0,243,21,175,3991,645,267,378,0.0,0,20.2,8.6,14.6,1687,5.5,9.8,55891,85710,14.6,16,003
0500000US16005,"Bannock County, Idaho",84101,42497,41604,740,2111,1536,166,4880,2178,7669,69478,10541,5069,5472,16.1,3.7,13.0,16.7,11.5,32704,4.7,4.6,60998,78542,12.5,16,005
0500000US16007,"Bear Lake County, Idaho",6346,3232,3114,8,91,54,0,118,40,251,5887,671,317,354,0.0,0.0,3.4,37.5,8.9,2323,4.0,4.8,63244,78250,10.6,16,007
0500000US16009,"Benewah County, Idaho",9577,4926,4651,66,873,4,33,451,32,428,8010,1390,634,756,27.3,0.0,18.4,10.7,13.2,3826,6.3,3.9,54191,68342,14.5,16,009
0500000US16011,"Bingham County, Idaho",47542,24053,23489,54,2668,175,22,3875,3349,8738,34894,4939,2581,2358,0.0,0.0,11.4,9.0,9.2,15627,4.0,5.3,69433,89090,10.4,16,011
0500000US16013,"Blaine County, Idaho",24153,12603,11550,117,380,103,2,1630,1756,5668,17155,1674,838,836,0.0,0.0,1.8,7.1,7.4,9298,1.2,10.6,81794,115132,6.9,16,013
0500000US16015,"Boise County, Idaho",7798,3907,3891,27,93,61,0,471,131,449,6732,733,279,454,3.7,0.0,7.6,3.1,10.2,3396,3.1,3.8,70776,81673,9.4,16,015
0500000US16017,"Bonner County, Idaho",47422,23946,23476,126,261,277,60,2540,559,1756,42984,5621,2624,2997,0.0,10.1,7.3,16.9,11.8,19228,3.8,6.5,61816,83879,11.9,16,017
0500000US16019,"Bonneville County, Idaho",123057,61767,61290,481,742,1162,27,7040,6686,17019,100128,11641,4881,6760,25.2,11.7,14.9,14.1,8.5,42402,3.7,8.0,73103,94934,9.5,16,019
0500000US16021,"Boundary County, Idaho",12150,6108,6042,42,255,182,7,383,302,658,10737,2247,995,1252,0.0,38.5,6.3,15.0,18.1,4710,6.8,3.3,58810,69579,18.5,16,021
0500000US16023,"Butte County, Idaho",2566,1292,1274,0,1,0,10,195,14,142,2276,568,213,355,0,0,67.2,23.9,17.8,1024,4.5,1.9,37358,63767,22.1,16,023
0500000US16025,"Camas County, Idaho",1133,559,574,0,0,0,0,175,29,168,898,76,35,41,0,0,0.0,15.5,5.6,323,0.0,12.4,63750,92141,6.7,16,025
0500000US16027,"Canyon County, Idaho",230147,114880,115267,1192,2534,1725,675,21682,26891,59858,156608,23412,10425,12987,21.0,13.4,14.0,16.0,7.7,79728,3.1,4.2,68473,82742,10.2,16,027
0500000US16029,"Caribou County, Idaho",6968,3648,3320,0,8,5,0,235,314,495,6237,468,260,208,0,0.0,0.0,4.0,7.2,2527,4.4,2.4,65380,77812,6.7,16,029
0500000US16031,"Cassia County, Idaho",24473,12504,11969,21,218,89,8,2504,2441,6885,16531,2536,1309,1227,33.3,0.0,7.7,16.4,8.1,8180,4.5,4.7,63525,83982,10.4,16,031
0500000US16033,"Clark County, Idaho",753,385,368,4,0,0,0,78,200,319,358,69,42,27,100.0,0,3.8,4.1,13.7,258,1.2,0.0,53500,58571,9.2,16,033
0500000US16035,"Clearwater County, Idaho",7996,4184,3812,16,73,76,2,334,100,347,7205,900,420,480,0.0,0.0,23.1,13.0,10.5,3511,3.6,2.8,55885,68736,11.3,16,035
0500000US16037,"Custer County, Idaho",4294,2253,2041,6,34,1,0,343,46,159,3833,497,293,204,100.0,0.0,0.0,7.5,11.7,1808,3.5,2.4,60357,68465,11.6,16,037
0500000US16039,"Elmore County, Idaho",27337,14271,13066,613,426,834,88,3222,1396,4913,19366,3285,1561,1724,8.2,6.6,7.3,19.7,10.6,10760,4.3,3.1,55000,72029,12.0,16,039
0500000US16041,"Franklin County, Idaho",14224,7355,6869,0,67,36,0,545,452,998,12793,1367,615,752,0,0.0,33.4,23.8,8.2,4672,4.6,4.0,61679,81863,9.6,16,041
0500000US16043,"Fremont County, Idaho",12981,6556,6425,23,172,7,0,430,500,1529,10882,1484,562,922,26.1,0.0,19.1,32.0,8.6,4320,2.5,1.8,67015,78960,11.4,16,043
0500000US16045,"Gem County, Idaho",18748,9407,9341,22,55,51,0,1366,916,1598,15947,2204,1083,1121,0.0,0.0,17.3,36.5,9.3,7196,4.2,6.4,65204,83872,11.8,16,045
0500000US16047,"Gooding County, Idaho",15356,7799,7557,14,366,47,0,1339,1583,4616,10069,2043,803,1240,92.9,19.1,11.8,15.9,11.8,5413,3.6,5.9,60938,78884,13.3,16,047
0500000US16049,"Idaho County, Idaho",16243,8347,7896,8,482,87,0,522,114,559,14717,1688,825,863,100.0,0.0,10.7,24.9,10.1,6603,4.0,4.0,54745,70728,10.4,16,049
0500000US16051,"Jefferson County, Idaho",31281,15975,15306,34,255,74,2,1521,1442,3364,26893,2791,1327,1464,0.0,0.0,4.5,23.8,7.1,9623,4.0,6.3,77491,91003,8.9,16,051
0500000US16053,"Jerome County, Idaho",24223,12450,11773,6,159,96,24,4309,1999,9212,14080,3571,1587,1984,0.0,61.5,12.2,19.8,11.3,8092,3.4,5.1,67347,84105,14.7,16,053
0500000US16055,"Kootenai County, Idaho",170986,85298,85688,404,1556,1228,176,11822,2372,8909,149696,15857,6902,8955,11.4,11.2,16.5,9.9,8.5,67002,3.6,6.5,71949,92570,9.3,16,055
0500000US16057,"Latah County, Idaho",34048,17619,16429,380,261,560,90,1771,320,1567,29673,4751,2305,2446,16.1,16.6,28.5,20.9,12.5,15929,6.8,5.8,62258,82919,14.0,16,057
0500000US16059,"Lemhi County, Idaho",7886,4163,3723,0,31,3,4,405,132,263,7283,846,347,499,0,100.0,20.2,4.2,10.1,3328,6.9,4.9,49216,70830,10.7,16,059
0500000US16061,"Lewis County, Idaho",3600,1813,1787,67,89,35,0,320,121,193,2910,637,301,336,88.1,2.9,13.8,44.6,14.2,1566,4.7,2.0,46484,63154,17.7,16,061
0500000US16063,"Lincoln County, Idaho",5124,2742,2382,25,129,20,0,618,348,1646,3261,602,362,240,0.0,0.0,6.0,15.4,10.1,1846,5.7,2.8,62250,72223,11.7,16,063
